-2.8797,-4.1084
-1.8637,-4.7118
1.8625,1.1337
-3.6868,-2.7348
-2.5283,-5.0479
0.083715,0.65478
4.7015,3.6788
-2.7117,-6.5519
-1.6081,-4.5559
-4.3455,-5.9118
1.7792,1.835
-2.9993,-4.9506
-2.9465,-3.922
1.4161,2.2856
-5.3419,-4.6918
-0.10004,2.8432
-0.50604,0.8087
-1.7519,-4.7004
-0.19077,-5.1972
-3.2322,-5.1464
-2.713,-5.1031
-1.5009,2.2921
-3.4646,-7.799
-2.6157,-4.6067
-3.3798,-4.0098
-3.1018,-6.2976
-1.3818,-6.522
0.4019,2.3548
-3.8472,-4.379
-0.48931,2.0587
-3.5759,-6.5075
1.9161,2.1116
0.55081,1.6267
3.5017,2.5113
3.1363,1.399
-3.0759,-6.6794
-3.1325,-4.211
1.2319,1.4369
-1.5607,-5.6543
0.60011,2.5129
2.6294,3.1926
-0.62141,1.7268
-0.96874,-3.7551
-3.9782,-6.2923
1.9528,1.6429
0.053731,2.2886
0.43386,2.7583
-3.641,-5.6144
-2.4795,-4.7583
-3.3807,-4.4507
0.049928,2.6845
-1.0071,-4.5324
-1.3641,-4.8085
1.8141,2.191
-0.10039,1.5514
-0.5041,2.4453
-2.441,-5.2298
1.782,1.944
-2.4364,-5.5792
0.40118,2.9737
-3.3384,-4.5195
1.5114,1.0042
-2.2364,-5.3868
-1.8726,-4.5784
-2.8584,-3.9123
-1.0719,-7.2493
-2.3294,-3.1955
0.50235,2.0999
1.3812,2.912
-2.6267,1.65
-3.1101,-5.6321
1.6588,1.5582
-2.629,-3.6835
3.6213,1.3398
-1.9034,-3.4484
2.4698,1.8029
2.2882,1.8582
0.66097,2.0967
-3.3982,-6.4689
1.256,1.3754
1.3454,2.0584
-3.0855,-4.8231
-0.62671,-1.5337
-3.4739,-5.2146
-2.0537,-4.5137
1.1363,1.573
-2.1818,-4.6691
-1.411,-3.7321
-0.17446,1.7393
-2.474,-3.9095
0.50184,1.4073
0.75283,1.8003
-5.4652,-5.9465
-3.8525,-5.4385
-2.4883,-4.6568
0.32025,4.5243
-2.7422,-5.0584
2.1835,4.4095
4.5898,2.811
-0.87148,2.5567
1.1815,1.0962
-1.0376,-2.465
-1.0398,1.5866
-1.5937,-4.5614
2.842,1.562
-2.5032,-4.5625
2.9939,2.3785
-2.9172,-5.8377
-4.5485,-6.3075
-1.1368,-4.2059
-1.3512,2.3415
3.7488,2.0767
-0.534,1.7594
-2.866,-5.1973
1.3208,1.3453
-4.546,-4.3508
-2.5667,-5.8315
-2.897,-4.104
2.5541,2.0038
1.2082,2.8055
4.2466,2.3022
-3.5703,-6.8135
4.8927,2.128
-2.5069,-3.4333
-3.7075,-4.1535
-4.348,-4.8898
1.1956,2.4649
-1.697,2.4131
0.48382,0.857
-4.7543,-6.1611
-0.19941,2.0133
-3.3638,-5.3975
-0.081525,1.6988
-0.5948,0.56173
1.1106,1.0606
3.9792,1.7738
-3.6271,-4.7457
-2.5598,-3.7922
-4.5026,-6.0335
-0.012361,2.5837
-3.2082,-3.7049
-4.5051,-2.2319
0.60329,1.8379
-1.1903,-5.4953
2.6496,2.1854
2.7152,1.365
1.6867,0.47456
2.451,2.0664
2.2314,1.3274
0.46011,2.8291
1.6065,3.2269
0.57697,1.7372
-3.117,-4.5312
-1.7738,-5.6573
-0.27261,2.8435
1.8977,2.6743
1.0954,0.99941
-2.5051,-6.717
0.73537,1.9764
1.4126,2.1846
-2.0914,-3.5295
2.3968,2.3698
1.5557,2.4786
1.2751,2.4769
1.3957,2.4797
1.0724,1.779
-4.1542,-4.3059
-1.7424,-5.5107
-1.5475,-4.8866
-0.095261,2.2682
2.1127,0.40696
2.9925,1.1739
-5.0768,-5.2298
0.24467,2.8499
3.7263,1.5328
0.75075,2.2316
-3.1765,-6.4617
-3.6521,-7.8823
-2.8435,-5.0475
0.65528,3.0664
-3.8502,-5.4625
-0.2694,1.3714
-2.721,-5.5766
-0.12053,1.3217
-2.4029,-5.846
-0.34771,1.6516
1.5005,2.3119
-2.7553,-6.8172
-3.1183,-5.5217
3.2585,1.8552
-4.2894,-4.8386
-2.9424,-6.0618
1.746,1.3086
2.208,0.88776
2.8977,1.7382
-2.5349,1.8436
-3.5209,-4.5495
-4.279,-5.2728
-3.0562,-5.1015
-3.2097,-6.4291
-2.8079,-5.7644
0.76304,1.6215
-2.0077,-4.5899
-2.4238,-5.7899
1.4992,1.8148
-1.6942,-4.8384
-3.7293,-3.0221
-3.8646,-4.2047
-3.0949,-3.9626
-1.6168,-2.6397
2.0143,1.2254
-0.84534,2.3884
-0.42251,0.46231
2.1182,2.1023
-1.6963,-3.8246
0.83514,2.4731
1.7822,1.3998
-0.35856,1.9596
-1.3105,2.2063
2.0765,1.5654
2.6876,1.9904
-3.1258,-4.6023
3.3081,2.2914
-1.1668,1.3373
-3.5969,-3.0488
-4.5206,-5.9047
-0.89059,2.5905
-1.0843,2.774
0.94108,2.2271
0.12954,2.0107
-2.3282,-5.6822
2.8585,1.1766
-2.9772,-2.9817
-4.1778,-4.5457
-1.0578,2.3499
-1.4641,1.1403
1.2903,3.1249
2.6871,2.3723
-0.13536,2.1873
-3.3346,-5.0421
-0.78988,1.7217
0.78881,0.46112
-4.8295,-4.5418
-1.3143,1.1545
-2.57,-5.2641
-3.174,-5.292
1.0245,2.2583
-1.3688,-5.3868
2.1715,3.7059
1.3079,2.5234
-4.3594,-5.554
-2.0295,-5.9437
-2.8564,-5.0598
-1.7001,2.219
0.24082,1.6168
-2.9174,-5.5747
-2.2833,-3.5581
0.57286,2.0865
3.5648,2.6804
-1.8065,-4.7645
2.2938,1.8204
-4.0711,-3.9786
-1.6811,-5.1398
-4.21,-5.0816
0.91928,3.3377
2.8517,1.1372
-0.47748,1.734
-4.0741,-3.7418
0.50748,2.0371
-3.6726,-3.5315
2.9977,0.61836
-2.2635,-4.9671
3.1247,2.3998
-4.07,-3.3075
-2.6653,-4.5243
-2.5881,-4.6315
-2.8459,-2.808
2.0329,2.055
-2.4454,-3.4643
1.694,2.0571
0.17109,2.5619
-4.1728,-4.0927
-1.9924,-4.5977
2.0534,2.738
-2.8865,-5.5384
-2.2699,-5.1152
-3.9835,-3.178
-2.948,-7.0215
-2.1224,-5.637
-1.9859,-5.1888
-0.17119,2.5672
1.8125,1.6685
-3.0843,-4.8517
1.3986,1.9671
2.6112,2.2499
0.39773,1.1113
-4.8535,-6.7839
-4.0968,-4.4709
-2.7814,-4.2703
1.8996,1.2674
2.1217,1.6981
-2.2058,-5.9401
-0.2705,2.0549
1.221,3.2664
-2.5369,-5.2593
3.2589,2.5638
-3.6126,-6.2135
-0.7556,-3.3755
-2.9277,-4.6265
1.159,1.6871
-2.1345,-5.2509
-3.4157,-5.9255
-4.1149,-4.9013
-2.3147,-3.3157
-1.9623,-4.7247
0.56354,1.5552
1.6458,3.0846
-1.1778,-4.6467
0.61095,3.9329
1.6267,2.1184
0.80941,1.6614
0.97408,1.0011
-3.529,-6.2004
-4.628,-4.8339
1.6517,2.6894
2.9266,2.2049
-1.3827,-4.2238
1.639,2.8241
-2.7359,-6.3814
-4.1271,-3.8717
3.3312,1.3574
-1.8685,2.1701
0.36465,1.5375
-3.5592,-2.5346
1.3337,2.9015
-0.18111,1.6102
-0.80447,1.9382
1.8726,1.7541
1.8665,2.7028
1.4092,2.303
-3.8088,-6.5579
-1.839,-7.0666
1.5591,1.2899
-2.4079,-5.0726
-0.23116,1.5526
0.29616,1.2606
-2.7573,-4.2409
-2.7595,-5.0817
0.84914,2.3576
-3.8215,-5.1585
0.027263,2.2347
-2.0069,-4.9935
-2.6536,-6.0646
-3.2611,-6.6439
-3.1847,-3.4185
-3.1017,-4.7074
1.4694,0.84359
4.3449,0.65166
-3.887,-6.1876
0.31802,1.9714
1.9156,2.493
-2.2586,-3.9241
-1.6078,-6.2974
-0.5261,-5.1218
-0.4629,2.1194
2.8944,0.90837
-0.37057,0.90271
-2.4961,-4.2592
1.2952,2.6131
-3.8225,-5.8407
-2.799,-5.3495
0.12518,1.8972
1.7241,1.7269
1.0161,2.9307
0.93779,1.4368
5.1706,2.0958
-4.0071,-4.9704
0.10898,2.2954
0.9337,2.5797
-3.6132,-3.0476
4.7944,1.3959
-0.62167,2.2527
-3.659,-4.541
1.7821,3.9435
-3.8332,-5.3993
-2.6218,-5.2254
-4.1153,-5.2803
-0.52234,0.93016
-2.3328,-3.6933
2.4575,2.3069
-2.2047,-5.2844
-1.9625,-5.7917
-3.0204,-4.7594
1.4632,1.8375
-2.381,-5.0946
1.9222,1.4152
0.60563,1.4117
1.3468,2.3521
3.0824,3.6374
-2.2175,1.4387
-1.3098,2.3825
1.5876,1.6047
-1.1969,-4.2068
0.074017,3.3976
-2.947,-4.0406
-3.1779,-3.9129
-1.2275,-4.3528
0.5809,2.3851
-1.117,1.9025
-0.27963,2.4383
-5.5088,-4.3674
-3.4566,-3.0967
0.4284,1.9961
-0.56962,-6.16
-3.4715,-5.3473
-3.5603,-6.6951
-4.2265,-4.0806
-0.026434,2.7829
-0.22539,1.8688
-2.207,-4.9785
-5.1099,-5.2993
0.40342,1.207
-0.33313,2.1743
2.8977,3.1038
-0.39786,1.1539
3.571,1.8286
0.47047,2.7105
-3.7994,-6.721
-1.0531,0.64227
-2.433,-4.8166
-3.0014,-5.2597
-2.3761,-6.3548
-2.8736,-6.1574
-2.3191,-5.762
0.12505,2.4423
-4.2874,-5.2503
2.3216,2.5324
-2.7819,-6.6488
-4.5666,-5.182
2.4933,2.151
1.2266,1.4554
1.4064,1.995
-2.2167,-4.3843
-3.3106,-5.3767
1.8951,2.0659
-2.3447,-5.698
-3.5375,-4.6959
-1.0634,2.6613
-2.6714,-3.8989
0.17734,2.4692
-1.9459,-5.4466
-1.5882,1.7523
0.36487,3.1454
2.3425,1.9641
2.0146,1.4253
-4.9797,-5.4667
4.2355,1.69
-4.8674,-6.4358
1.2358,2.6071
-2.0497,2.138
3.3892,2.6285
-4.8324,-5.9777
2.8134,2.0489
0.17604,3.7584
1.3148,0.82221
-2.1514,-4.3941
2.1023,1.7059
-2.5948,-5.1137
1.5441,1.9404
-3.7025,-4.2354
1.9848,2.0631
-1.501,-4.3301
0.8406,3.0297
0.94509,2.1552
1.1246,1.9188
-2.8622,-4.6242
-4.5868,-4.2333
-4.0191,-3.4765
-0.11674,2.0485
-4.3852,-4.4232
-2.0451,-4.574
-3.6011,-5.0429
-4.1719,-6.2423
-3.5771,-5.505
3.0124,2.5314
-3.8364,-4.6741
1.009,1.5125
1.9708,2.3188
-2.147,-6.1114
-0.20906,0.89336
-0.52061,1.9443
-2.5227,-4.5318
-2.6977,-4.6774
0.87135,1.3341
-2.5842,-4.9
0.64253,1.5384
-2.957,-4.6986
-3.9489,-4.9762
2.6897,2.1998
-2.4584,-5.0221
-3.8211,-5.0088
-4.0719,-4.0705
-4.0741,-5.0904
1.8571,1.2044
1.7644,1.3007
-1.0435,0.92813
-2.1304,-7.6411
-2.0189,-5.4861
-0.36853,0.42421
-4.7588,-4.804
-3.1481,-4.0403
-2.7481,-3.6197
-3.6104,-5.9415
-2.239,-4.2391
-2.7456,-4.7621
-3.1528,-5.2084
1.2857,1.8929
0.50803,2.8222
2.8245,1.8714
2.8967,1.8346
0.17863,1.2598
2.2376,3.1196
2.9735,1.8236
-3.5574,-4.9753
-2.323,-5.0281
-2.1507,-4.8596
-2.5307,-4.7624
-3.2398,-5.6715
1.4539,2.915
3.2958,2.256
-2.079,-6.045
2.5025,1.814
-3.9069,-4.0342
-2.8556,-5.2198
-1.6036,-3.5855
1.3028,2.7652
2.24,2.6947
-3.1897,-5.9242
-3.8438,-5.5941
-1.0566,-3.5787
1.2749,1.9212
0.41325,2.9164
-3.2469,-3.5924
1.5069,3.2596
1.0512,1.9536
-2.5584,-6.029
0.48433,1.8192
3.5046,2.2861
-3.8036,-4.7935
1.3129,2.2487
-2.7124,-3.6589
4.8613,2.571
-2.533,-3.6673
-2.9954,-6.2849
0.58116,1.8193
1.798,2.5057
3.2382,2.7415
4.8597,2.1255
1.4293,2.1084
-0.11759,1.1131
-2.6739,-3.3816
2.1362,1.1707
-1.7954,-4.3384
-0.86662,0.9666
-4.4041,-4.7727
0.61272,1.1202
-2.7944,-5.2256
-4.9912,-5.966
1.3845,1.8903
3.1065,0.85808
-2.9716,-4.905
-1.0695,-5.2567
3.0324,3.5882
-2.0589,-2.6899
0.96102,2.5228
-3.0069,-4.8099
-3.3382,-5.1734
2.3066,0.53795
-2.4717,-5.014
-1.9431,-5.6127
-2.9853,-2.9282
-1.3852,-4.363
-3.8159,-4.9251
0.54564,1.1836
1.935,1.9242
3.7086,0.78881
-4.9978,-3.8767
-3.7482,-5.0331
-3.1993,-5.0977
1.2217,1.6748
-3.3728,-5.5566
0.57498,2.7715
0.29284,1.8841
2.0132,1.9525
-3.8474,-5.6155
2.8912,1.2918
4.0062,1.6071
1.0764,1.0443
1.2306,2.2575
0.10522,1.6802
-1.6628,-3.3954
-4.6163,-4.2315
-3.4918,-4.9131
-3.9693,-3.2956
-3.4741,-4.9764
-3.6662,-4.71
-2.5216,-6.4199
-4.0411,-4.5247
3.2797,2.5539
-3.8207,-6.4473
-2.8989,-5.9883
-1.916,-4.0506
-4.8545,-4.6488
0.8933,2.8749
-1.2002,-5.8723
0.33074,2.7617
4.089,1.9754
-3.8784,-5.3981
-2.3523,-4.7436
-1.9504,-4.78
-1.6769,-6.7114
-3.5174,-6.2058
2.1453,1.6436
-2.9757,-6.7729
2.0131,1.1345
-3.1624,-5.0725
-3.6057,-6.7211
-2.7283,-4.2981
-2.6414,-6.0055
-3.3523,-6.1064
-2.8676,-3.2094
-0.32642,-2.8376
-3.0076,-5.8193
-2.2897,-5.037
-0.42209,2.0838
1.6137,2.6785
-3.4625,-3.037
1.7356,1.7589
-3.5279,-5.5403
-0.54467,1.8774
-3.3458,-3.2825
-2.4354,-4.1802
0.68068,2.4358
-3.8015,-4.9445
0.42735,2.6109
1.7465,0.99809
-0.42406,2.1414
2.5401,2.1385
3.5242,1.8931
0.57043,2.6313
0.9877,1.7425
1.7165,1.4158
2.7017,2.1952
-4.8529,-5.3531
1.7382,2.3251
-2.9468,-3.3069
-3.4364,-4.2889
1.5615,1.8462
-2.72,-5.6328
0.3172,2.5629
0.67261,0.9266
1.8675,1.2399
-2.9154,-4.6073
-2.2709,-5.878
3.3799,-0.17235
1.8038,2.3687
-2.0992,-4.8511
-4.3256,-3.4681
-0.70558,1.2992
1.6124,1.821
-4.5246,-4.4682
0.86972,2.7137
0.65485,2.0361
0.69002,1.6886
-0.24418,1.4
-2.4976,-5.7597
-2.6936,-4.652
0.54631,1.83
-3.9392,-5.6978
-1.7626,-2.9807
-2.967,-6.7937
-0.10933,2.4263
-2.8764,-5.6595
-2.7261,-4.2285
-2.2458,-5.8203
-1.4755,-4.9821
-3.262,-4.3455
-4.7307,-3.7423
