0,7,49,9
1,73,58,5
2,30,72,2
3,44,78,0
4,23,9,4
5,40,65,1
6,92,42,3
7,87,3,3
8,27,29,4
9,40,12,6
10,3,69,2
11,9,57,9
12,60,33,6
13,99,78,5
14,16,35,9
15,97,26,3
16,12,67,2
17,10,33,9
18,79,49,5
19,79,21,3
20,67,72,0
21,93,36,3
22,85,45,3
23,28,91,2
24,94,57,5
25,1,53,9
26,8,44,9
27,68,90,0
28,24,96,2
29,30,3,4
30,22,66,2
31,49,24,6
32,1,53,9
33,77,8,3
34,28,33,4
35,98,81,5
36,35,13,4
37,65,14,6
38,63,36,6
39,25,69,2
40,15,94,2
41,29,1,4
42,17,95,2
43,5,4,4
44,51,98,0
45,88,23,3
46,5,82,2
47,52,66,1
48,16,37,9
49,38,44,1
50,1,97,2
51,71,28,6
52,37,58,1
53,77,97,0
54,94,4,3
55,9,31,9
56,45,75,0
57,35,98,2
58,42,99,0
59,68,12,6
60,60,57,1
61,94,8,3
62,95,68,5
63,13,30,4
64,6,62,9
65,42,65,1
66,82,52,5
67,67,21,6
68,95,12,3
69,71,1,6
70,90,31,3
71,38,57,1
72,16,90,2
73,40,79,0
74,35,6,4
75,72,98,0
76,95,19,3
77,54,23,6
78,89,60,5
79,5,26,4
80,23,6,4
81,13,70,2
82,38,94,0
83,20,44,9
84,66,34,6
85,26,94,2
86,63,38,6
87,44,90,0
88,50,59,1
89,23,47,9
90,85,17,3
91,72,39,3
92,47,85,0
93,96,85,5
94,23,20,4
95,44,68,1
96,35,15,4
97,25,34,9
98,42,11,6
99,79,52,5
100,44,95,0
101,18,96,2
102,92,15,3
103,91,33,3
104,69,97,0
105,53,47,1
106,25,10,4
107,62,11,6
108,8,77,2
109,61,25,6
110,35,68,1
111,95,76,5
112,67,39,6
113,74,31,3
114,56,1,6
115,72,60,5
116,94,84,5
117,55,89,0
118,7,15,4
119,93,69,5
120,80,55,5
121,55,6,6
122,63,2,6
123,76,8,3
124,49,31,6
125,44,38,1
126,8,97,2
127,51,49,1
128,3,31,9
129,31,14,4
130,19,75,2
131,9,80,2
132,29,23,4
133,54,60,1
134,37,45,1
135,17,25,4
136,0,56,9
137,64,97,0
138,48,4,6
139,50,50,1
140,76,12,3
141,54,97,0
142,4,81,2
143,48,65,1
144,78,99,0
145,9,29,4
146,53,83,0
147,47,7,6
148,73,22,3
149,5,76,2
150,53,24,6
151,30,66,2
152,0,44,9
153,70,85,0
154,16,98,2
155,55,33,6
156,57,76,0
157,78,66,5
158,57,11,6
159,78,14,3
160,19,37,9
161,33,91,2
162,20,62,9
163,33,97,2
164,31,88,2
165,89,73,5
166,77,4,3
167,58,0,6
168,54,60,1
169,15,47,9
170,80,30,3
171,55,46,1
172,7,38,9
173,0,26,4
174,35,57,1
175,13,14,4
176,93,60,5
177,54,18,6
178,57,85,0
179,29,15,4
180,63,2,6
181,17,43,9
182,19,67,2
183,47,69,1
184,95,3,3
185,73,3,3
186,48,85,0
187,58,59,1
188,6,30,9
189,24,32,4
190,73,3,3
191,97,20,3
192,50,31,6
193,80,3,3
194,0,20,4
195,33,58,1
196,3,76,2
197,50,34,6
198,80,79,5
199,32,74,2
200,49,42,1
201,49,71,1
202,10,79,2
203,83,70,5
204,40,23,6
205,50,71,1
206,29,18,4
207,46,99,0
208,30,21,4
209,76,24,3
210,44,58,1
211,96,71,5
212,64,60,1
213,98,51,5
214,40,3,4
215,51,1,6
216,5,80,2
217,18,74,2
218,49,13,6
219,20,25,4
220,12,83,2
221,88,17,3
222,8,50,9
223,24,95,2
224,57,11,6
225,90,66,5
226,10,93,2
227,53,65,1
228,60,42,1
229,3,52,9
230,7,41,9
231,10,0,4
232,99,27,3
233,71,87,0
234,14,25,4
235,41,17,6
236,48,42,1
237,15,74,2
238,45,73,1
239,20,11,4
240,39,54,1
241,5,29,4
242,53,89,0
243,66,56,1
244,4,60,9
245,98,92,5
246,20,16,4
247,80,67,5
248,52,39,1
249,98,1,3
250,11,16,4
251,91,71,5
252,28,71,2
253,61,45,1
254,20,40,9
255,58,53,1
256,27,50,9
257,11,63,9
258,94,33,3
259,27,27,4
260,95,31,3
261,42,16,6
262,6,15,4
263,24,1,4
264,97,61,5
265,3,24,4
266,8,36,9
267,81,15,3
268,10,16,4
269,5,73,2
270,81,20,3
271,91,69,5
272,65,27,6
273,36,28,4
274,25,84,2
275,67,49,1
276,76,46,1
277,76,66,5
278,67,20,6
279,84,91,5
280,10,58,9
281,11,44,9
282,18,18,4
283,34,25,4
284,67,89,0
285,18,14,4
286,25,18,4
287,28,29,4
288,34,27,4
289,40,54,1
290,40,96,0
291,35,83,2
292,48,65,1
293,11,52,9
294,64,76,0
295,37,75,2
296,45,10,6
297,15,92,2
298,10,47,9
299,37,99,0
300,47,15,6
301,93,79,5
302,29,64,9
303,79,1,3
304,25,89,2
305,58,33,6
306,0,89,2
307,70,17,6
308,46,38,1
309,43,38,1
310,36,21,4
311,19,96,2
312,47,88,0
313,59,87,0
314,35,35,4
315,12,84,2
316,89,84,5
317,34,67,1
318,19,15,4
319,45,76,0
320,61,25,6
321,19,31,4
322,3,98,2
323,98,39,3
324,4,3,4
325,79,65,5
326,91,7,3
327,24,65,9
328,21,54,9
329,6,50,9
330,3,32,9
331,32,41,9
332,54,77,0
333,17,0,4
334,89,65,5
335,47,22,6
336,79,17,3
337,16,48,9
338,62,29,6
339,39,8,4
340,3,57,9
341,61,52,1
342,66,21,6
343,57,96,0
344,55,30,6
345,94,55,5
346,21,12,4
347,93,27,3
348,32,44,9
349,91,98,5
350,52,56,1
351,70,3,6
352,39,14,4
353,99,66,5
354,35,21,4
355,43,52,1
356,86,19,3
357,50,10,6
358,23,69,2
359,5,43,9
360,11,31,9
361,92,16,3
362,99,71,5
363,39,70,1
364,36,91,2
365,57,33,6
366,28,77,2
367,10,83,2
368,76,89,0
369,91,34,3
370,11,4,4
371,26,91,2
372,90,22,3
373,64,90,0
374,84,13,3
375,41,27,6
376,79,84,5
377,37,70,1
378,61,81,0
379,65,2,6
380,32,32,4
381,54,59,1
382,47,77,0
383,62,10,6
384,19,50,9
385,77,41,3
386,36,20,4
387,99,12,3
388,59,56,1
389,90,52,5
390,48,14,6
391,44,18,6
392,50,1,6
393,95,21,3
394,31,1,4
395,45,61,1
396,57,10,6
397,28,5,4
398,73,37,3
399,69,96,0
400,3,21,4
401,75,18,3
402,0,89,2
403,62,54,1
404,63,43,1
405,89,50,5
406,35,15,4
407,64,94,0
408,63,58,1
409,52,92,0
410,16,14,4
411,20,60,9
412,50,68,1
413,41,47,1
414,96,87,5
415,1,34,9
416,28,71,2
417,48,75,0
418,53,71,1
419,29,93,2
420,19,71,2
421,20,64,9
422,79,30,3
423,10,80,2
424,13,42,9
425,38,82,2
426,44,28,6
427,93,75,5
428,80,0,3
429,96,47,5
430,70,87,0
431,43,33,6
432,52,61,1
433,24,0,4
434,80,78,5
435,57,23,6
436,98,14,3
437,45,62,1
438,9,10,4
439,49,18,6
440,90,55,5
441,43,55,1
442,85,34,3
443,75,21,3
444,51,26,6
445,51,59,1
446,83,14,3
447,37,79,2
448,98,0,3
449,37,85,2
450,78,84,5
451,42,15,6
452,60,67,1
453,40,7,4
454,66,28,6
455,62,63,1
456,69,90,0
457,23,78,2
458,13,61,9
459,10,40,9
460,78,0,3
461,94,7,3
462,56,51,1
463,86,31,3
464,44,39,1
465,76,84,5
466,52,8,6
467,14,54,9
468,19,28,4
469,71,70,5
470,63,47,1
471,24,43,9
472,54,8,6
473,81,52,5
474,88,63,5
475,59,19,6
476,79,56,5
477,61,87,0
478,53,99,0
479,88,44,3
480,80,66,5
481,83,74,5
482,36,9,4
483,67,34,6
484,39,84,0
485,51,49,1
486,66,67,1
487,10,89,2
488,27,73,2
489,81,95,0
490,36,74,2
491,35,31,4
492,72,28,3
493,98,70,5
494,87,97,5
495,89,46,5
496,90,11,3
497,12,63,9
498,12,81,2
499,51,30,6
500,21,13,4
501,28,50,9
502,0,59,9
503,54,92,0
